citric acid,total sulfur dioxide,free sulfur dioxide,residual sugar,chlorides,volatile acidity,quality
0.33,85.0,27.0,1.9,0.07400000000000001,0.49,0.5
0.4,20.0,8.0,1.7,0.067,0.29,0.5
0.35,15.0,7.0,1.7,0.054000000000000006,0.2,1.0
0.09,64.0,34.0,2.3,0.054000000000000006,0.42,0.5
0.0,13.0,6.0,2.1,0.06,0.785,0.0
0.03,31.0,14.0,2.3,0.075,0.64,0.5
0.01,39.0,14.0,2.4,0.076,0.63,0.5
0.1,53.0,34.0,1.7,0.063,0.59,0.5
0.1,53.0,34.0,1.7,0.063,0.59,0.5
0.32,54.0,31.0,2.1,0.062,0.48,1.0
0.08,32.0,19.0,2.3,0.067,1.04,0.0
0.32,54.0,31.0,2.1,0.062,0.48,1.0
0.05,49.0,20.0,2.1,0.061,0.98,0.0
0.11,24.0,8.0,1.4,0.084,0.69,0.5
0.08,16.0,8.0,3.75,0.067,0.7,0.5
0.6,44.0,23.0,2.6,0.073,0.35,0.5
0.08,45.0,14.0,1.8,0.071,0.6,0.5
0.5,82.0,48.0,13.8,0.205,0.5,0.5
0.11,89.0,16.0,2.2,0.048,0.47,1.0
0.5,82.0,48.0,13.8,0.205,0.5,0.5
0.11,89.0,16.0,2.2,0.048,0.47,1.0
0.05,14.0,3.0,5.7,0.08199999999999999,0.875,0.0
0.6,22.0,10.0,3.0,0.104,0.28,0.5
0.03,13.0,6.0,1.5,0.08,0.62,0.0
0.6,22.0,10.0,3.0,0.104,0.28,0.5
0.54,9.0,3.0,2.1,0.114,0.58,0.0
0.44,12.0,6.0,1.5,0.042,0.33,0.5
0.06,11.0,4.0,2.0,0.06,0.91,0.0
0.16,25.0,8.0,2.1,0.07400000000000001,0.655,0.5
0.21,23.0,9.0,2.1,0.07,0.68,0.5
0.05,17.0,9.0,1.9,0.066,0.64,0.5
0.04,13.0,5.0,1.7,0.049,0.54,0.5
0.1,11.0,4.0,2.1,0.048,0.57,0.5
0.49,18.0,8.0,1.8,0.039,0.22,0.5
0.04,13.0,5.0,1.7,0.049,0.54,0.5
0.06,18.0,6.0,1.6,0.05,0.65,0.5
0.26,147.0,23.0,1.9,0.08900000000000001,0.54,0.5
0.09,28.0,15.0,1.4,0.066,0.31,1.0
0.02,28.0,15.0,1.9,0.08,0.43,0.5
0.26,147.0,23.0,1.9,0.08900000000000001,0.54,0.5
0.03,16.0,7.0,2.3,0.054000000000000006,0.74,0.5
0.04,13.0,7.0,2.3,0.068,0.895,0.5
0.03,16.0,7.0,2.3,0.054000000000000006,0.74,0.5
0.04,15.0,8.0,1.5,0.076,0.725,0.5
0.29,64.0,21.0,4.3,0.083,0.82,0.5
0.18,60.0,15.0,2.4,0.078,0.585,0.5
0.39,14.0,6.0,2.5,0.077,0.44,0.5
0.57,12.0,5.0,2.3,0.106,0.38,0.5
0.02,12.0,6.0,1.8,0.078,0.76,0.0
0.05,14.0,6.0,2.0,0.07,0.81,0.5
0.57,12.0,5.0,2.3,0.106,0.38,0.5
0.6,25.0,17.0,2.1,0.07400000000000001,0.27,0.5
0.4,20.0,7.0,1.8,0.062,0.18,0.5
0.21,48.0,26.0,2.2,0.047,0.36,0.5
0.04,27.0,19.0,2.1,0.068,0.69,0.5
0.04,17.0,11.0,2.2,0.061,0.79,0.5
0.15,65.0,17.0,1.8,0.078,0.56,0.5
0.21,65.0,16.0,4.1,0.07400000000000001,0.84,0.5
0.21,65.0,16.0,4.1,0.07400000000000001,0.84,0.5
0.25,58.0,23.0,2.3,0.071,0.32,0.5
0.06,44.0,29.0,2.0,0.063,0.53,0.5
0.46,20.0,7.0,2.2,0.114,0.47,0.5
0.08,27.0,14.0,2.6,0.106,0.7,0.5
0.06,44.0,29.0,2.0,0.063,0.53,0.5
0.2,23.0,9.0,1.9,0.08199999999999999,0.48,0.0
0.25,58.0,23.0,2.3,0.071,0.32,0.5
0.25,61.0,29.0,2.0,0.076,0.48,0.5
0.19,47.0,22.0,2.0,0.075,0.42,0.5
0.08,34.0,18.0,2.1,0.064,0.48,0.5
0.08,38.0,18.0,2.2,0.064,0.47,0.5
0.07,24.0,15.0,1.7,0.071,0.53,0.5
0.49,59.0,21.0,2.2,0.096,0.29,0.5
0.08,52.0,42.0,2.1,0.063,0.69,0.5
0.09,18.0,9.0,2.2,0.063,0.44,0.5
0.1,28.0,13.0,2.8,0.081,0.705,0.5
0.13,22.0,18.0,2.0,0.058,0.53,0.5
0.3,84.0,32.0,1.9,0.07400000000000001,0.39,0.5
0.14,29.0,13.0,2.4,0.064,0.56,1.0
0.13,35.0,15.0,2.2,0.075,0.55,0.5
0.08,45.0,24.0,1.9,0.077,0.53,0.5
0.08,31.0,20.0,1.9,0.059,0.58,0.5
0.09,26.0,15.0,2.5,0.081,0.64,0.5
0.32,60.0,34.0,1.8,0.065,0.39,0.5
0.08,32.0,11.0,4.4,0.071,0.52,0.5
0.29,49.0,19.0,2.2,0.054000000000000006,0.25,1.0
0.02,38.0,29.0,1.9,0.064,0.855,0.5
0.42,19.0,14.0,2.2,0.064,0.44,0.5
0.43,19.0,12.0,2.3,0.063,0.37,1.0
0.33,28.0,16.0,1.8,0.059,0.63,0.5
0.02,26.0,17.0,2.0,0.07200000000000001,0.57,0.5
0.1,26.0,12.0,1.6,0.048,0.6,0.5
0.5,50.0,19.0,2.0,0.099,0.4,0.5
0.3,24.0,17.0,1.8,0.07400000000000001,0.36,1.0
0.0,26.0,17.0,2.3,0.087,0.68,0.5
0.0,27.0,18.0,2.3,0.083,0.67,0.5
0.01,54.0,32.0,3.7,0.103,0.68,0.5
0.0,28.0,18.0,2.2,0.08,0.735,0.5
0.02,23.0,15.0,2.4,0.062,0.855,0.5
0.17,24.0,15.0,1.7,0.065,0.56,1.0
0.04,20.0,12.0,2.2,0.066,0.88,0.5
0.02,23.0,15.0,2.4,0.062,0.855,0.5
0.33,115.0,66.0,6.7,0.235,0.63,0.5
0.26,131.0,31.0,2.0,0.08,0.6,0.5
0.26,131.0,31.0,2.0,0.08,0.6,0.5
0.26,131.0,31.0,2.0,0.08,0.6,0.5
0.13,20.0,12.0,2.0,0.076,0.695,0.5
0.13,20.0,12.0,2.0,0.076,0.695,0.5
0.13,20.0,12.0,2.0,0.076,0.695,0.5
0.02,42.0,26.0,1.9,0.061,0.67,0.5
0.64,52.0,24.0,2.1,0.059,0.16,0.5
0.13,20.0,12.0,2.0,0.076,0.695,0.5
0.13,42.0,25.0,1.6,0.077,0.56,0.5
0.14,34.0,15.0,1.9,0.056,0.51,0.5
0.53,35.0,19.0,2.2,0.23,0.36,0.5
0.14,25.0,15.0,2.2,0.038,0.38,0.5
0.32,104.0,35.0,2.2,0.069,0.69,0.5
0.2,50.0,15.0,2.4,0.075,0.58,0.5
0.78,92.0,23.0,13.9,0.07400000000000001,0.31,0.5
0.4,20.0,12.0,2.2,0.06,0.52,0.5
0.63,29.0,16.0,1.6,0.081,0.3,0.5
0.15,27.0,13.0,5.1,0.076,0.7,0.5
0.15,20.0,13.0,1.8,0.118,0.67,0.5
0.09,32.0,24.0,1.7,0.053,0.56,0.5
0.33,26.0,9.0,2.4,0.068,0.35,0.5
0.09,32.0,24.0,1.7,0.053,0.56,0.5
0.1,27.0,13.0,2.6,0.053,0.715,0.5
0.29,98.0,32.0,2.1,0.07400000000000001,0.46,0.5
0.44,34.0,24.0,2.4,0.061,0.32,1.0
0.44,48.0,22.0,2.6,0.066,0.39,0.5
0.41,60.0,34.0,2.4,0.065,0.31,0.5
0.11,28.0,18.0,1.8,0.066,0.61,0.5
0.33,102.0,34.0,2.5,0.068,0.66,0.5
0.2,79.0,29.0,7.8,0.073,0.725,0.5
0.15,35.0,26.0,1.8,0.077,0.55,0.5
0.09,26.0,16.0,1.7,0.08900000000000001,0.74,0.5
0.13,40.0,29.0,2.3,0.076,0.51,0.5
0.08,38.0,28.0,1.9,0.068,0.62,0.5
0.08,44.0,32.0,2.0,0.09,0.6,0.5
0.1,51.0,39.0,2.2,0.062,0.55,0.5
0.13,40.0,29.0,2.3,0.076,0.51,0.5
0.12,44.0,32.0,2.0,0.075,0.645,0.5
0.47,42.0,18.0,3.6,0.067,0.31,0.5
